TIMESTAMP,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
20040907,25.642,24.913,0.559,26.259,0.951,224.881,404.576,4.388,97.594,9.469,1.832
20040908,26.365,25.545,0.741,27.06,1.289,241.72,409.333,5.618,97.579,6.563,2.119
20040909,26.13,25.162,0.369,26.948,1.206,233.405,411.386,5.849,97.685,6.59,1.912
20040910,25.351,24.623,0.543,25.968,0.883,202.167,411.839,4.684,97.746,7.619,1.742
20040911,25.232,24.278,0.99,26.039,1.529,238.499,406.937,5.535,97.843,6.413,1.432
20040912,25.321,24.65,1.114,25.889,1.557,229.562,413.365,5.349,97.999,6.579,0.95
20040913,24.77,24.177,0.49,25.271,0.824,168.862,411.367,4.164,98.015,6.972,1.283
20040914,24.695,24.168,0.692,25.141,1.078,190.519,407.8,3.93,97.942,9.985,1.831
20040915,25.207,24.463,0.78,25.837,1.08,194.798,407.545,5.24,97.938,2.338,1.619
20040916,25.668,24.644,0.973,26.535,1.38,249.97,403.009,5.716,97.876,5.421,1.143
20040917,25.585,24.737,0.875,26.303,1.296,225.311,404.341,5.409,97.88,6.265,1.355
20040918,25.971,24.882,0.696,26.892,1.353,247.091,402.63,6.089,97.822,6.865,2.178
20040919,25.933,24.754,1.146,26.93,1.592,246.537,401.57,5.912,97.801,6.847,2.04
20040920,26.192,24.978,0.92,27.219,1.584,246.049,403.306,6.113,97.773,4.625,1.679
20040921,26.638,25.355,1.109,27.723,1.64,263.42,404.562,6.491,97.789,3.82,1.705
20040922,27.108,25.726,1.371,28.277,2.097,284.999,406.916,7.851,97.892,0.997,2.181
20040923,26.087,25.356,0.777,26.705,1.143,204.984,412.726,5.394,97.879,7.026,1.993
20040924,26.316,25.163,1.507,27.292,2.072,248.276,410.684,7.008,97.789,1.917,2.186
20040925,26.406,25.539,0.411,27.14,1.121,228.04,410.064,5.975,97.751,7.618,1.844
20040926,26.371,25.606,0.749,27.018,1.275,236.512,406.491,5.792,97.781,5.436,2.211
20040927,26.433,25.435,0.897,27.278,1.459,238.318,404.673,6.04,97.802,6.33,2.009
20040928,26.845,25.657,0.859,27.851,1.798,297.549,404.192,7.463,97.742,3.332,2.106
20040929,26.409,25.308,0.443,27.341,1.458,282.032,410.93,6.703,97.667,5.301,2.269
20040930,25.233,24.847,0.386,25.56,0.8,155.485,419.664,4.662,97.687,9.196,1.962
20041001,25.913,24.913,1.158,26.76,1.74,245.973,407.98,6.661,97.694,3.032,1.415
20041002,25.864,25.1,0.48,26.51,1.051,239.499,409.926,4.704,97.682,8.967,1.745
20041003,25.65,24.99,0.744,26.208,1.042,231.88,409.654,5.01,97.684,6.665,1.666
20041004,26.22,25.439,0.841,26.882,1.126,232.377,413.979,5.8,97.669,4.117,1.652
20041005,25.819,24.986,0.448,26.524,1.031,215.077,410.566,4.797,97.7,8.975,1.835
20041006,25.839,24.814,1.198,26.707,1.557,237.394,409.621,5.595,97.734,4.496,1.443
20041007,25.897,25.09,0.752,26.58,1.151,194.025,413.236,5.982,97.759,1.952,1.363
20041008,26.518,25.573,0.956,27.317,1.634,243.086,413.96,6.762,97.692,1.989,1.457
20041009,27.599,26.31,1.31,28.689,2.138,282.53,410.219,9.623,97.663,0.0,2.607
20041010,27.438,26.439,0.868,28.283,1.712,257.489,412.499,8.675,97.691,1.44,2.972
20041011,27.634,26.606,0.949,28.503,1.577,249.475,415.678,8.938,97.637,0.645,2.401
20041012,27.47,26.456,0.733,28.329,1.414,272.7,411.86,8.303,97.583,1.939,2.276
20041013,27.369,26.112,0.884,28.432,1.669,281.896,409.81,8.126,97.587,3.163,2.194
20041014,27.173,26.085,1.005,28.094,1.573,263.91,408.367,7.847,97.575,2.144,2.31
20041015,27.176,26.062,1.05,28.118,1.617,273.714,409.306,7.338,97.606,4.703,1.976
20041016,27.644,26.515,1.208,28.6,1.715,281.716,412.893,8.228,97.602,3.079,1.902
20041017,27.043,26.222,0.597,27.738,1.108,246.682,413.292,6.934,97.574,5.397,2.11
20041018,26.782,25.773,0.743,27.635,1.369,235.399,410.093,6.729,97.582,4.916,2.506
20041019,27.385,25.982,1.743,28.572,2.375,293.083,408.161,9.227,97.672,1.146,1.936
20041020,27.724,26.502,1.35,28.759,2.034,281.378,415.266,9.188,97.681,1.886,1.888
20041021,26.331,25.745,0.297,26.827,0.823,248.765,410.276,5.761,97.681,8.203,2.198
20041022,25.383,25.008,0.465,25.701,0.722,214.322,406.655,4.84,97.731,9.629,2.09
20041023,26.991,25.612,1.429,28.158,2.2,272.264,409.923,8.037,97.633,1.383,2.141
20041024,26.685,25.752,0.504,27.474,1.139,268.193,412.161,6.06,97.583,8.456,2.109
20041025,26.35,25.345,0.667,27.2,1.288,241.247,412.715,6.29,97.613,6.392,1.423
20041026,25.301,24.82,0.683,25.709,1.0,164.838,421.264,4.684,97.737,7.614,1.092
20041027,26.413,25.631,1.013,27.076,1.432,228.417,423.511,6.737,97.779,3.82,2.223
20041028,26.732,26.022,0.677,27.333,1.12,234.566,416.356,7.277,97.695,3.08,2.458
20041029,26.735,25.68,0.752,27.628,1.531,250.367,411.928,7.168,97.669,3.341,1.661
20041030,25.127,24.658,0.35,25.523,0.681,188.717,411.847,4.051,97.79,8.738,1.649
20041031,25.769,24.798,0.97,26.59,1.613,229.925,415.337,5.234,97.785,5.748,2.029
20041101,25.687,25.115,0.254,26.171,0.733,218.434,417.905,4.503,97.72,7.038,2.302
20041102,26.289,25.221,0.802,27.193,1.413,256.222,408.221,6.181,97.57,4.454,2.184
20041103,26.629,25.585,1.249,27.512,1.87,267.881,412.261,6.571,97.487,3.81,2.357
20041104,27.153,26.085,1.012,28.057,1.779,260.052,410.446,7.706,97.504,1.959,2.905
20041105,27.44,26.328,0.786,28.381,1.626,259.612,412.442,8.23,97.6,1.686,2.641
20041106,27.301,26.344,0.823,28.111,1.437,269.281,409.085,8.375,97.606,2.683,2.691
20041107,27.553,26.086,1.029,28.794,2.039,277.462,411.438,8.825,97.585,1.368,2.138
20041108,26.733,25.917,0.794,27.424,1.324,242.492,414.06,5.624,97.586,7.756,1.831
20041109,25.931,25.403,0.581,26.378,0.825,179.685,420.416,4.478,97.599,7.026,1.887
20041110,26.341,25.488,1.019,27.063,1.386,226.533,414.718,6.118,97.576,4.656,2.172
20041111,27.178,26.216,0.951,27.992,1.7,262.382,414.623,7.56,97.486,3.69,2.417
20041112,27.823,26.727,1.211,28.751,1.996,270.326,417.406,9.964,97.435,0.223,3.1
20041113,28.119,26.906,1.01,29.145,1.866,271.485,413.664,10.724,97.439,0.0,3.133
20041114,28.209,26.716,1.164,29.473,2.114,277.439,416.314,9.804,97.495,0.193,2.355
20041115,26.646,25.6,0.476,27.531,1.298,242.773,413.754,6.403,97.646,7.91,1.85
20041116,26.0,25.392,0.344,26.514,0.764,199.632,419.317,5.039,97.687,7.194,2.491
20041117,27.301,26.168,1.379,28.26,2.07,260.797,413.144,9.047,97.678,0.632,2.966
20041118,28.126,26.819,1.293,29.232,2.217,295.472,412.632,11.021,97.648,0.0,2.884
20041119,27.736,26.387,0.878,28.878,1.875,286.141,412.638,9.293,97.684,1.849,2.377
20041120,26.734,25.847,0.648,27.485,1.174,276.209,413.775,6.673,97.713,5.371,1.689
20041121,27.232,26.293,1.196,28.027,1.651,274.436,413.402,7.517,97.668,3.992,1.804
20041122,26.338,25.888,0.535,26.718,1.005,236.766,415.329,5.483,97.69,10.318,1.131
20041123,26.188,25.666,0.875,26.631,1.395,217.28,410.905,5.789,97.667,6.964,1.687
20041124,26.106,25.485,0.716,26.632,1.201,207.215,413.264,4.376,97.657,9.73,2.095
20041125,25.77,25.013,0.274,26.41,0.996,188.895,415.387,4.288,97.702,9.057,1.949
20041126,25.64,24.947,0.54,26.227,1.057,215.003,407.759,4.853,97.63,8.238,1.229
20041127,26.935,25.549,1.578,28.107,2.213,286.354,409.798,7.959,97.522,0.838,1.692
20041128,25.59,25.104,0.291,26.002,0.57,191.63,412.37,4.566,97.538,9.101,1.873
20041129,26.341,25.231,1.378,27.281,2.035,258.148,407.729,7.121,97.504,2.248,2.144
20041130,26.878,25.972,0.79,27.645,1.244,248.638,409.353,6.857,97.516,4.48,2.08
20041201,26.767,25.867,0.818,27.53,1.406,242.216,411.124,6.955,97.546,3.849,1.78
20041202,27.088,26.251,1.172,27.797,1.56,265.638,414.364,6.986,97.532,4.562,1.827
20041203,26.936,26.221,0.569,27.542,1.149,226.424,415.672,7.232,97.559,4.407,2.52
20041204,27.047,25.954,0.532,27.972,1.461,270.864,408.929,7.341,97.669,5.041,3.128
20041205,26.482,25.7,0.617,27.143,1.062,249.236,406.282,5.703,97.682,8.202,2.639
20041206,27.665,26.288,1.077,28.831,2.03,294.638,408.894,9.515,97.568,0.7,2.504
20041207,26.489,25.876,0.554,27.007,0.848,253.01,409.188,5.834,97.601,8.154,1.856
20041208,26.842,25.938,0.803,27.606,1.353,237.048,411.092,6.632,97.588,7.662,2.209
20041209,27.179,26.113,1.295,28.081,2.007,248.945,414.029,8.104,97.569,1.49,2.182
20041210,26.195,25.663,0.295,26.645,0.777,186.167,421.049,4.574,97.594,9.694,1.771
20041211,25.701,25.149,0.494,26.169,0.931,174.495,422.392,4.472,97.603,12.297,1.464
20041212,26.344,25.77,1.127,26.829,1.344,201.394,418.675,6.009,97.614,5.413,1.81
20041213,27.776,26.591,1.372,28.779,2.101,284.106,411.665,9.261,97.664,1.297,1.733
20041214,26.166,25.664,0.303,26.591,0.703,211.5,415.243,4.982,97.686,10.261,2.332
20041215,26.546,25.913,0.732,27.082,1.093,213.131,421.869,6.372,97.607,2.901,2.192
20041216,25.509,24.994,0.4,25.945,0.603,173.306,414.027,4.322,97.596,9.014,1.707
20041217,25.716,25.079,0.894,26.255,1.122,203.213,415.292,5.173,97.581,6.419,1.713
20041218,25.548,25.023,0.41,25.992,0.754,183.716,416.784,4.583,97.65,8.702,1.217
20041219,26.762,25.898,1.406,27.493,1.957,221.943,421.405,7.919,97.661,0.145,2.113
20041220,27.486,26.615,0.645,28.223,1.368,262.236,419.284,8.849,97.627,3.957,2.66
20041221,27.79,26.78,0.944,28.645,1.837,258.81,418.305,10.013,97.588,0.186,2.469
20041222,26.33,25.703,0.4,26.86,0.841,213.531,417.019,5.433,97.546,9.481,1.613
20041223,25.35,25.153,0.223,25.517,0.516,86.877,432.914,3.77,97.506,26.063,1.402
20041224,24.78,24.73,0.239,24.822,0.165,49.075,424.623,3.685,97.539,51.426,2.069
20041225,26.406,25.474,1.619,27.194,2.055,242.761,417.498,7.903,97.549,0.139,2.186
20041226,26.876,26.007,0.845,27.611,1.504,230.659,414.127,7.473,97.673,2.184,1.751
20041227,24.927,24.896,0.359,24.954,0.243,70.867,424.809,3.711,97.779,11.973,1.086
20041228,24.968,24.02,0.749,25.77,0.976,165.209,417.839,4.474,97.721,7.175,1.471
20041229,24.994,24.324,1.16,25.56,1.013,177.772,415.002,4.821,97.775,6.329,1.908
20041230,24.874,24.532,0.287,25.163,0.64,111.858,425.913,3.759,97.77,11.137,1.768
20041231,25.249,24.665,0.764,25.744,1.073,159.72,420.708,4.028,97.769,10.319,1.216
20050101,25.284,24.811,0.387,25.685,0.746,177.773,414.201,4.171,97.769,7.172,1.412
20050102,25.688,24.912,0.871,26.344,1.258,234.951,413.157,5.312,97.764,4.662,1.179
20050103,25.404,25.033,0.736,25.717,0.803,196.162,412.596,4.257,97.717,7.832,1.692
20050104,25.76,25.298,0.329,26.15,0.626,168.328,414.626,4.384,97.65,7.736,2.229
20050105,26.447,25.513,1.049,27.238,1.663,252.337,408.91,6.1,97.557,4.869,2.288
20050106,27.284,26.305,1.12,28.112,1.865,263.033,414.114,8.063,97.518,1.23,2.318
20050107,26.038,25.662,0.283,26.357,0.597,192.91,414.244,5.185,97.625,8.185,2.036
20050108,25.676,25.343,0.387,25.958,0.843,184.285,416.588,4.351,97.657,10.523,1.684
20050109,26.155,25.578,0.774,26.643,1.148,210.712,415.765,5.271,97.612,6.667,1.47
20050110,26.281,25.517,0.888,26.927,1.259,250.109,410.649,5.669,97.577,6.322,1.509
20050111,27.224,26.19,1.311,28.099,1.868,272.572,411.433,7.558,97.576,2.118,1.779
20050112,27.806,26.909,1.294,28.566,1.927,283.255,418.491,8.554,97.59,2.811,2.132
20050113,27.463,26.662,0.718,28.142,1.352,253.905,418.449,8.068,97.595,3.112,1.628
20050114,25.889,25.702,0.403,26.047,0.764,169.95,421.085,4.486,97.591,13.579,1.046
20050115,25.65,25.302,0.305,25.945,0.794,143.69,424.514,3.961,97.531,11.793,1.547
20050116,26.821,25.951,1.21,27.556,1.527,225.814,419.794,6.566,97.464,3.863,1.627
20050117,26.16,25.638,0.464,26.601,0.459,192.409,419.137,4.799,97.466,8.538,1.73
20050118,25.909,25.204,0.784,26.506,1.144,155.013,422.705,5.734,97.502,0.617,1.47
20050119,25.715,25.122,0.518,26.217,0.644,189.544,420.485,4.646,97.52,8.303,1.004
20050120,25.308,24.772,0.724,25.761,0.867,96.387,434.618,3.53,97.588,25.088,1.026
20050121,24.704,24.32,0.98,25.028,1.093,87.576,425.69,4.164,97.731,22.445,1.448
20050122,25.017,24.538,0.21,25.422,0.6,110.588,425.304,3.828,97.863,9.932,1.545
20050123,25.911,25.037,1.163,26.65,1.736,187.086,420.474,6.016,97.819,2.773,1.55
20050124,25.301,25.082,0.391,25.486,0.711,125.696,431.71,3.923,97.806,9.518,1.068
20050125,25.182,24.902,0.363,25.418,0.577,120.2,430.199,4.058,97.732,10.075,1.224
20050126,24.984,24.828,0.758,25.115,1.167,118.504,422.427,4.711,97.769,13.649,1.018
20050127,25.869,25.633,0.964,26.069,1.189,170.273,426.503,5.352,97.731,4.713,1.957
20050128,26.219,25.688,0.298,26.668,0.912,187.707,420.354,5.601,97.597,5.481,2.257
20050129,25.843,25.35,0.393,26.26,0.745,163.69,419.63,4.232,97.465,8.502,1.24
20050130,25.12,24.733,0.335,25.447,0.797,167.248,421.39,3.75,97.463,13.167,1.171
20050131,25.414,24.921,0.835,25.831,1.109,162.972,420.5,3.948,97.481,9.571,1.411
20050201,25.417,25.132,0.544,25.659,0.677,168.751,419.841,4.209,97.472,7.617,1.349
20050202,25.302,24.994,0.208,25.562,0.483,123.449,425.778,3.698,97.536,13.187,1.696
20050203,24.526,24.526,0.157,24.527,0.18,40.686,426.932,3.488,97.733,10.06,0.744
20050204,24.928,24.678,0.29,25.139,0.552,83.853,427.464,3.811,97.817,7.435,1.035
20050205,25.192,25.118,0.305,25.254,0.672,71.677,425.84,4.012,97.782,38.801,1.629
20050206,25.69,25.244,0.619,26.067,0.993,177.014,421.68,4.059,97.643,8.987,2.067
20050207,25.633,25.234,0.372,25.971,0.833,170.499,423.477,3.908,97.568,10.993,2.146
20050208,25.279,25.021,0.423,25.498,0.564,117.367,427.732,3.644,97.554,10.662,2.262
20050209,25.594,25.139,0.287,25.98,0.737,161.559,427.97,3.9,97.554,9.649,2.53
20050210,25.591,25.019,0.77,26.075,1.075,208.914,417.868,4.356,97.54,7.301,1.653
20050211,25.751,25.373,0.438,26.071,0.785,174.7,425.254,4.021,97.557,13.234,1.443
20050212,25.392,25.102,0.399,25.638,0.729,118.05,430.326,3.855,97.635,15.435,1.824
20050213,25.098,24.79,0.405,25.358,0.815,138.507,430.076,3.607,97.754,13.422,1.854
20050214,25.488,25.172,0.457,25.755,0.928,116.058,428.01,4.469,97.692,6.329,1.234
20050215,25.399,25.036,0.249,25.706,0.709,147.199,426.45,3.9,97.551,10.572,1.272
20050216,25.322,24.86,0.357,25.714,0.676,165.066,424.474,3.658,97.514,10.346,1.455
20050217,25.478,25.089,0.476,25.806,0.98,113.993,433.935,4.244,97.641,12.276,1.465
20050218,25.466,25.118,0.415,25.761,0.652,149.594,429.238,3.721,97.691,9.472,2.01
20050219,25.699,25.379,0.405,25.969,0.735,151.823,426.386,4.034,97.666,10.306,2.13
20050220,25.542,25.142,0.291,25.881,0.611,135.272,429.436,3.673,97.699,13.139,1.63
20050221,25.257,24.99,0.301,25.482,0.654,96.447,429.754,3.843,97.683,15.885,1.207
20050222,25.065,24.872,0.241,25.228,0.444,56.786,430.158,3.465,97.684,10.647,1.176
20050223,25.062,24.777,0.148,25.303,0.411,66.908,428.274,3.578,97.737,13.953,1.806
20050224,25.291,24.922,0.525,25.602,0.867,132.3,429.323,3.833,97.787,12.663,1.593
20050225,25.456,25.101,0.2,25.756,0.564,145.683,426.007,3.77,97.744,10.473,2.082
20050226,25.631,25.261,0.43,25.944,0.743,149.611,432.017,3.666,97.7,13.101,1.931
20050227,25.638,25.348,0.175,25.883,0.44,110.951,435.725,3.524,97.694,13.945,2.095
20050228,25.732,25.521,0.191,25.91,0.554,111.072,434.592,3.676,97.744,16.263,2.417
20050301,25.793,25.499,0.16,26.042,0.5,132.583,429.196,3.785,97.764,9.777,1.995
20050302,25.743,25.353,0.316,26.073,0.632,130.208,432.522,3.693,97.752,8.878,1.819
20050303,25.77,24.963,0.543,26.453,1.029,201.942,426.123,4.343,97.743,11.287,1.644
20050304,25.437,24.974,0.89,25.829,1.026,137.26,429.337,3.765,97.784,11.371,1.396
20050305,25.943,25.6,0.43,26.233,0.909,146.58,436.342,3.713,97.841,15.636,1.949
20050306,25.983,25.748,0.37,26.182,0.551,161.617,428.009,4.159,97.793,7.984,2.287
20050307,25.729,25.426,0.328,25.986,0.675,148.716,421.745,4.187,97.76,10.525,1.452
20050308,25.435,25.03,0.276,25.778,0.445,142.391,429.674,3.717,97.767,11.143,1.625
20050309,25.843,25.396,0.969,26.22,1.203,195.051,426.153,4.696,97.725,4.602,1.517
20050310,25.617,25.178,0.406,25.989,0.959,167.461,423.62,3.751,97.706,11.514,1.797
20050311,26.073,25.621,0.553,26.456,1.146,199.661,424.248,4.736,97.77,9.5,1.283
20050312,25.827,25.292,0.505,26.281,1.301,178.704,423.154,5.153,97.797,10.952,1.862
20050313,25.477,24.955,0.427,25.919,1.1,140.367,423.175,4.689,97.767,6.679,1.535
20050314,24.941,24.661,0.128,25.178,0.421,90.364,430.568,3.597,97.727,7.902,0.891
20050315,25.253,24.846,0.246,25.598,0.498,144.223,431.279,3.616,97.656,8.754,1.32
20050316,25.023,24.785,0.154,25.225,0.485,103.419,430.331,3.487,97.772,17.189,1.627
20050317,25.326,24.974,0.341,25.624,0.875,151.791,426.68,4.146,97.815,6.052,1.262
20050318,25.666,25.139,0.72,26.113,1.052,183.686,423.301,4.862,97.834,3.478,1.167
20050319,25.163,24.681,0.191,25.572,0.784,126.909,425.177,3.631,97.853,11.862,1.805
20050320,24.879,24.513,0.296,25.19,0.779,139.784,420.126,3.712,97.838,10.712,1.865
20050321,25.063,24.633,0.793,25.426,0.898,173.584,423.486,3.874,97.822,6.968,1.986
20050322,24.986,24.675,0.272,25.25,0.617,118.307,428.669,3.613,97.894,12.982,1.77
20050323,24.832,24.329,0.466,25.258,0.73,169.726,420.333,3.66,98.026,11.668,1.124
20050324,25.453,24.959,0.86,25.87,1.268,181.812,422.496,4.835,97.944,7.492,1.5
20050325,25.527,25.009,0.247,25.966,0.567,200.727,418.571,4.221,97.828,12.018,1.792
20050326,25.778,25.34,0.965,26.148,1.304,198.46,421.675,5.352,97.748,6.887,1.617
20050327,25.403,25.16,0.297,25.609,0.71,178.444,421.259,4.084,97.74,11.202,2.043
20050328,25.298,24.911,0.247,25.626,0.765,167.536,423.985,3.765,97.745,11.188,2.433
20050329,26.221,25.515,0.966,26.819,1.598,223.298,418.247,5.737,97.717,3.628,2.185
20050330,25.247,24.886,0.231,25.554,0.605,160.112,422.062,3.729,97.81,12.495,1.866
20050331,25.129,24.8,0.377,25.408,0.633,146.371,421.198,4.323,97.807,6.232,1.055
20050401,26.542,25.598,1.244,27.341,2.003,221.016,422.668,7.0,97.721,1.699,1.734
20050402,25.384,25.104,0.253,25.622,0.73,143.017,427.848,4.05,97.81,8.176,1.962
20050403,25.302,24.966,0.471,25.586,0.794,147.451,424.678,3.877,97.864,7.589,1.747
20050404,25.971,25.502,0.885,26.368,1.198,186.188,422.6,4.969,97.808,6.07,1.81
20050405,25.572,25.235,0.387,25.857,0.729,159.833,426.147,3.738,97.796,13.204,1.902
20050406,25.796,25.539,0.346,26.013,0.898,173.432,428.977,4.103,97.787,11.586,2.158
20050407,25.415,25.027,0.371,25.742,0.503,170.316,424.606,3.843,97.785,8.984,1.968
20050408,24.982,24.577,0.558,25.325,0.767,145.77,422.76,3.752,97.785,9.481,1.74
20050409,25.403,25.071,0.29,25.684,0.718,170.483,428.72,3.826,97.734,8.937,1.692
20050410,24.821,24.673,0.236,24.946,0.111,28.873,425.145,3.483,97.679,43.761,1.275
20050411,25.002,24.52,0.502,25.41,0.647,133.1,426.826,3.552,97.654,8.692,1.635
20050412,24.791,24.454,0.4,25.076,0.755,96.928,425.1,3.937,97.75,11.413,1.754
20050413,25.328,24.576,0.782,25.964,1.046,200.61,416.363,4.026,97.76,8.598,1.713
20050414,25.405,25.028,0.582,25.724,0.698,157.621,427.271,4.106,97.723,8.565,1.553
20050415,25.377,25.16,0.661,25.561,0.891,93.491,427.209,4.176,97.735,12.156,1.309
20050416,25.274,24.823,0.348,25.655,0.653,136.478,427.002,3.706,97.796,9.467,1.896
20050417,25.564,25.224,0.595,25.851,0.924,152.447,427.228,4.24,97.793,6.262,1.353
20050418,25.468,24.958,0.404,25.899,0.592,150.364,422.369,4.146,97.687,6.535,1.169
20050419,25.424,24.914,0.916,25.856,1.233,165.199,425.137,4.793,97.714,5.343,0.725
20050420,25.44,24.979,0.488,25.829,0.725,155.946,423.009,3.873,97.745,7.909,1.348
20050421,25.637,25.278,0.346,25.941,0.796,128.45,429.427,3.907,97.697,11.336,2.104
20050422,25.714,25.49,0.503,25.903,0.847,142.19,422.8,4.401,97.723,8.268,1.637
20050423,25.578,25.119,0.357,25.966,0.665,117.799,425.046,4.457,97.748,6.68,0.897
20050424,24.791,24.665,0.2,24.896,0.132,38.091,431.015,3.415,97.823,11.007,1.059
20050425,26.291,25.326,1.045,27.107,1.971,215.61,429.534,6.076,97.761,2.458,1.919
20050426,26.039,25.49,0.425,26.504,0.95,157.468,429.565,4.842,97.79,5.043,1.763
20050427,25.59,25.186,0.343,25.933,0.668,112.8,432.399,3.75,97.82,17.034,1.258
20050428,25.484,25.0,0.318,25.893,0.747,139.009,429.914,4.234,97.882,11.315,1.596
20050429,25.466,24.933,0.221,25.917,0.731,147.46,428.314,4.481,97.944,8.295,0.872
20050430,24.756,24.515,0.36,24.96,0.713,89.592,426.701,3.8,98.035,10.957,0.619
20050501,25.303,24.843,0.855,25.693,1.393,142.829,424.582,4.999,98.02,2.433,1.172
20050502,24.988,24.675,0.187,25.252,0.557,104.178,430.659,3.679,97.973,12.633,0.976
20050503,25.542,25.05,0.616,25.957,1.205,147.801,426.511,5.022,97.912,9.17,1.224
20050504,25.327,24.821,0.715,25.755,1.128,170.44,420.959,3.777,97.917,13.211,0.973
20050505,25.517,25.17,0.516,25.811,1.179,121.093,423.972,4.704,97.927,16.203,1.291
20050506,24.911,24.695,0.174,25.093,0.428,97.02,426.785,3.592,97.906,14.017,1.386
20050507,25.103,24.593,0.217,25.534,0.637,159.172,424.563,4.022,97.866,7.55,1.293
20050508,24.732,24.474,0.229,24.95,0.39,72.242,426.737,4.065,97.866,5.842,1.64
20050509,25.586,24.969,0.698,26.108,1.429,170.503,422.122,5.411,97.824,18.949,1.943
20050510,25.622,25.123,0.871,26.045,1.302,174.229,413.062,5.055,97.768,3.809,2.024
20050511,26.082,25.334,0.737,26.714,1.281,213.138,408.52,5.112,97.702,6.742,2.085
20050512,25.871,25.33,0.383,26.329,0.631,172.308,417.364,4.13,97.681,7.324,2.151
20050513,25.271,24.884,0.644,25.599,0.689,109.983,415.054,3.981,97.644,2.89,2.106
20050514,25.587,25.172,0.4,25.938,0.627,152.155,418.915,4.002,97.581,8.08,2.097
20050515,25.585,25.172,0.412,25.935,0.73,137.531,419.742,3.741,97.574,7.365,2.012
20050516,25.229,24.833,0.332,25.564,0.656,126.329,423.311,3.581,97.667,11.782,1.766
20050517,25.691,24.86,0.816,26.394,1.146,187.59,417.678,4.282,97.659,7.658,1.138
20050518,25.466,24.873,0.462,25.969,0.923,170.121,426.001,4.14,97.656,8.968,0.964
20050519,25.409,24.966,0.342,25.784,0.554,154.904,424.735,3.715,97.637,7.743,1.216
20050520,25.207,24.794,0.166,25.556,0.48,103.35,430.808,3.564,97.742,9.037,1.573
20050521,25.025,24.524,0.3,25.45,0.607,119.091,427.55,3.729,97.843,9.232,1.117
20050522,25.533,24.983,0.967,25.998,1.377,152.25,426.496,5.271,97.813,4.656,1.259
20050523,25.379,24.68,0.567,25.97,0.904,170.291,419.88,4.677,97.716,7.882,1.781
20050524,25.116,24.664,0.789,25.499,0.919,130.942,424.359,3.697,97.708,7.923,1.638
20050525,25.331,24.914,0.21,25.684,0.59,131.46,419.83,3.662,97.822,8.382,2.018
20050526,24.987,24.79,0.42,25.154,0.582,103.887,423.927,3.685,97.968,6.267,2.208
20050527,25.768,25.302,0.49,26.162,1.023,170.658,422.47,4.079,97.878,8.404,2.37
20050528,24.913,24.708,0.231,25.086,0.388,68.462,418.829,3.578,97.844,9.35,2.112
20050529,24.977,24.531,0.307,25.354,0.527,125.116,420.729,3.533,97.822,11.729,1.986
20050530,24.816,24.357,0.518,25.204,1.065,134.835,412.302,4.361,97.891,5.013,1.791
20050531,24.667,24.204,0.632,25.059,0.947,148.124,411.391,3.793,97.888,10.291,1.623
20050601,24.722,24.347,0.342,25.04,0.778,149.038,416.139,3.662,97.889,12.065,1.931
20050602,25.085,24.521,0.554,25.561,0.872,162.821,414.795,3.7,97.805,6.704,1.636
20050603,25.221,24.7,0.428,25.663,0.678,161.579,415.025,3.63,97.772,9.567,1.819
20050604,25.341,24.776,0.518,25.818,0.815,172.325,412.79,3.822,97.774,8.654,1.801
20050605,25.789,25.14,0.689,26.337,1.154,185.924,411.073,4.856,97.795,7.298,1.83
20050606,25.937,25.379,0.559,26.409,1.045,182.808,413.839,5.199,97.799,6.881,1.543
20050607,24.985,24.675,0.277,25.248,0.604,111.421,420.714,3.59,97.797,9.937,1.91
20050608,25.025,24.532,0.523,25.443,0.873,156.123,417.133,3.85,97.835,8.17,1.954
20050609,25.304,24.943,0.221,25.609,0.488,149.558,423.33,3.655,97.862,10.13,2.369
20050610,25.102,24.745,0.292,25.405,0.65,141.207,415.56,3.661,97.836,10.167,2.198
20050611,25.559,25.083,0.694,25.962,1.116,164.059,412.83,4.648,97.798,7.308,1.781
20050612,26.491,25.555,0.853,27.283,1.547,215.635,413.346,6.291,97.782,3.033,1.704
20050613,26.513,25.65,0.712,27.244,1.296,203.653,411.165,5.826,97.778,6.373,1.911
20050614,25.697,25.241,0.226,26.084,0.551,157.642,419.988,4.007,97.831,8.121,2.501
20050615,25.657,25.097,0.536,26.13,1.164,172.213,415.845,4.17,97.87,8.08,2.327
20050616,25.476,24.797,0.448,26.052,0.793,174.487,410.242,3.998,97.894,8.233,1.759
20050617,25.419,24.779,0.709,25.96,0.906,155.695,416.012,3.831,97.902,9.683,1.358
20050618,25.329,24.768,1.119,25.803,1.719,184.794,405.356,5.3,97.842,2.569,1.7
20050619,25.906,25.06,0.781,26.623,1.476,186.604,408.54,5.715,97.797,2.842,2.275
20050620,25.475,24.835,0.618,26.017,1.079,204.737,402.298,4.506,97.845,6.839,2.21
20050621,25.905,24.94,0.872,26.722,1.452,208.381,402.679,5.78,97.922,2.009,1.486
20050622,25.563,24.626,0.924,26.355,1.391,194.823,404.436,4.877,97.936,8.302,1.243
